set,filename,class,xmin,ymin,ec1,ec2,xmax,ymax,ec3,ec4
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0134_preproc.jpg,pollen,0.39453125,0.6152777777777778,,,0.44453125,0.7277777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0135_preproc_unblurred.jpg,pollen,0.3921875,0.6111111111111112,,,0.44140625,0.7069444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0136_preproc_unblurred.jpg,pollen,0.3984375,0.6027777777777777,,,0.4359375,0.7055555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0137_preproc_unblurred.jpg,pollen,0.3921875,0.5944444444444444,,,0.4421875,0.7041666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0138_preproc_unblurred.jpg,pollen,0.39140625,0.5875,,,0.44375,0.7069444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0139_preproc_unblurred.jpg,pollen,0.39453125,0.575,,,0.44140625,0.6972222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0140_preproc_unblurred.jpg,pollen,0.39296875,0.5625,,,0.43828125,0.675,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0141_preproc.jpg,pollen,0.39453125,0.5625,,,0.44140625,0.6666666666666666,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0142_preproc_unblurred.jpg,pollen,0.4,0.5680555555555555,,,0.4421875,0.6638888888888889,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0224_preproc.jpg,pollen,0.43359375,0.6513888888888889,,,0.4828125,0.7958333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0225_preproc_unblurred.jpg,pollen,0.42109375,0.6125,,,0.47265625,0.7486111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0295_preproc_unblurred.jpg,pollen,0.76015625,0.8194444444444444,,,0.81640625,0.9541666666666668,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0296_preproc.jpg,pollen,0.79296875,0.7888888888888889,,,0.8328125,0.9208333333333332,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0297_preproc_unblurred.jpg,pollen,0.77109375,0.7708333333333334,,,0.825,0.9055555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0298_preproc_unblurred.jpg,pollen,0.765625,0.7611111111111111,,,0.81640625,0.8902777777777777,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0299_preproc.jpg,pollen,0.76484375,0.7541666666666667,,,0.8,0.8875,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0300_preproc.jpg,pollen,0.75625,0.7458333333333333,,,0.8,0.8763888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0301_preproc_unblurred.jpg,pollen,0.75078125,0.725,,,0.796875,0.8486111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0302_preproc_unblurred.jpg,pollen,0.73671875,0.6930555555555555,,,0.7921875,0.8152777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0303_preproc_unblurred.jpg,pollen,0.73046875,0.6805555555555556,,,0.778125,0.7944444444444444,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0304_preproc.jpg,pollen,0.71640625,0.6541666666666667,,,0.7625,0.7763888888888889,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0305_preproc.jpg,pollen,0.70234375,0.6319444444444444,,,0.75390625,0.7666666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0308_preproc_unblurred.jpg,pollen,0.66953125,0.5694444444444444,,,0.721875,0.6805555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0309_preproc_unblurred.jpg,pollen,0.6515625,0.5388888888888889,,,0.69921875,0.6625,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0310_preproc_unblurred.jpg,pollen,0.6390625,0.5263888888888889,,,0.6734375,0.6472222222222223,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0370_preproc_unblurred.jpg,pollen,0.6609375,0.8041666666666667,,,0.7109375,0.9138888888888888,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0373_preproc.jpg,pollen,0.58203125,0.7069444444444445,,,0.62109375,0.8319444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0374_preproc_unblurred.jpg,pollen,0.5765625,0.6527777777777778,,,0.621875,0.7986111111111112,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0375_preproc.jpg,pollen,0.58828125,0.6097222222222223,,,0.63125,0.7347222222222223,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0386_preproc_unblurred.jpg,pollen,0.71015625,0.8736111111111111,,,0.76328125,0.9833333333333332,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0390_preproc.jpg,pollen,0.64609375,0.8041666666666667,,,0.6953125,0.9152777777777776,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0402_preproc_unblurred.jpg,pollen,0.5375,0.4986111111111111,,,0.57265625,0.5875,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0421_preproc_unblurred.jpg,pollen,0.67109375,0.6416666666666667,,,0.72265625,0.7444444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0428_preproc_unblurred.jpg,pollen,0.528125,0.5333333333333333,,,0.575,0.6541666666666667,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0451_preproc.jpg,pollen,0.61640625,0.5055555555555555,,,0.6515625,0.6055555555555555,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0464_preproc_unblurred.jpg,pollen,0.6578125,0.6027777777777777,,,0.70546875,0.7111111111111111,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0465_preproc.jpg,pollen,0.6453125,0.6055555555555555,,,0.696875,0.7097222222222223,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0481_preproc_unblurred.jpg,pollen,0.72265625,0.5513888888888889,,,0.7609375,0.6375,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0510_preproc_unblurred.jpg,pollen,0.69609375,0.5305555555555556,,,0.73671875,0.6055555555555555,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0521_preproc_unblurred.jpg,pollen,0.68046875,0.5097222222222222,,,0.72578125,0.6083333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0581_preproc_unblurred.jpg,pollen,0.58046875,0.6097222222222223,,,0.6328125,0.7569444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0615_preproc_unblurred.jpg,pollen,0.7546875,0.7402777777777778,,,0.8125,0.8930555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0616_preproc_unblurred.jpg,pollen,0.734375,0.6791666666666667,,,0.78828125,0.8291666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0617_preproc_unblurred.jpg,pollen,0.70703125,0.6166666666666667,,,0.75703125,0.7777777777777778,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0618_preproc.jpg,pollen,0.68828125,0.5888888888888889,,,0.7265625,0.7416666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0619_preproc_unblurred.jpg,pollen,0.66015625,0.5791666666666667,,,0.71953125,0.7208333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0644_preproc_unblurred.jpg,pollen,0.48984375,0.8944444444444445,,,0.55390625,0.9986111111111112,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0647_preproc.jpg,pollen,0.496875,0.8680555555555556,,,0.55078125,0.9888888888888888,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0648_preproc_unblurred.jpg,pollen,0.50625,0.8597222222222223,,,0.55859375,0.9722222222222222,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0668_preproc_unblurred.jpg,pollen,0.53203125,0.6833333333333333,,,0.57890625,0.7902777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0690_preproc_unblurred.jpg,pollen,0.575,0.5819444444444445,,,0.61953125,0.6583333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0717_preproc_unblurred.jpg,pollen,0.59765625,0.4847222222222222,,,0.65078125,0.5819444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0744_preproc_unblurred.jpg,pollen,0.546875,0.5291666666666667,,,0.5953125,0.6402777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0757_preproc_unblurred.jpg,pollen,0.68828125,0.4847222222222222,,,0.72265625,0.5819444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0826_preproc_unblurred.jpg,pollen,0.75078125,0.5458333333333333,,,0.78515625,0.6375,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0837_preproc_unblurred.jpg,pollen,0.70234375,0.5555555555555556,,,0.74921875,0.6527777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0868_preproc_unblurred.jpg,pollen,0.46875,0.4194444444444445,,,0.515625,0.5458333333333333,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0869_preproc.jpg,pollen,0.4578125,0.4152777777777778,,,0.51796875,0.5402777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0900_preproc_unblurred.jpg,pollen,0.62578125,0.5069444444444444,,,0.66171875,0.6152777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0915_preproc_unblurred.jpg,pollen,0.67578125,0.5180555555555556,,,0.71875,0.6166666666666667,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0918_preproc.jpg,pollen,0.4578125,0.8458333333333333,,,0.52109375,0.9833333333333332,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0945_preproc_unblurred.jpg,pollen,0.4671875,0.7222222222222222,,,0.51015625,0.8569444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img0951_preproc_unblurred.jpg,pollen,0.5109375,0.5166666666666667,,,0.55703125,0.6375,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1017_preproc_unblurred.jpg,pollen,0.63671875,0.6652777777777777,,,0.6875,0.7861111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1026_preproc_unblurred.jpg,pollen,0.65546875,0.5430555555555555,,,0.70703125,0.6375,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1027_preproc_unblurred.jpg,pollen,0.6625,0.5402777777777777,,,0.703125,0.6361111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1028_preproc_unblurred.jpg,pollen,0.66328125,0.5333333333333333,,,0.70234375,0.6277777777777778,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1029_preproc.jpg,pollen,0.659375,0.5305555555555556,,,0.70546875,0.6291666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1041_preproc_unblurred.jpg,pollen,0.6609375,0.4666666666666667,,,0.7046875,0.5611111111111111,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1053_preproc.jpg,pollen,0.63828125,0.6791666666666667,,,0.6875,0.8041666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1054_preproc.jpg,pollen,0.6125,0.6347222222222222,,,0.6578125,0.7638888888888888,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1055_preproc.jpg,pollen,0.5921875,0.5902777777777778,,,0.63671875,0.7138888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1090_preproc_unblurred.jpg,pollen,0.6921875,0.4513888888888889,,,0.73359375,0.5458333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1109_preproc_unblurred.jpg,pollen,0.36328125,0.8736111111111111,,,0.43984375,0.9555555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1110_preproc_unblurred.jpg,pollen,0.36484375,0.875,,,0.44296875,0.9458333333333332,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1122_preproc_unblurred.jpg,pollen,0.41953125,0.8,,,0.48828125,0.9180555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1129_preproc_unblurred.jpg,pollen,0.42890625,0.7263888888888889,,,0.49453125,0.8458333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1136_preproc_unblurred.jpg,pollen,0.43671875,0.6541666666666667,,,0.49609375,0.775,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1163_preproc_unblurred.jpg,pollen,0.2609375,0.775,,,0.30390625,0.8958333333333334,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1206_preproc_unblurred.jpg,pollen,0.7171875,0.5402777777777777,,,0.76171875,0.6416666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1264_preproc_unblurred.jpg,pollen,0.6828125,0.5138888888888888,,,0.72421875,0.5777777777777777,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1301_preproc.jpg,pollen,0.3625,0.5222222222222223,,,0.421875,0.5958333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1348_preproc_unblurred.jpg,pollen,0.6828125,0.7111111111111111,,,0.73671875,0.8680555555555556,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1353_preproc.jpg,pollen,0.71171875,0.5013888888888889,,,0.7609375,0.6305555555555555,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1354_preproc.jpg,pollen,0.628125,0.6,,,0.68359375,0.7416666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1480_preproc_unblurred.jpg,pollen,0.4171875,0.7444444444444445,,,0.475,0.8833333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1481_preproc_unblurred.jpg,pollen,0.44609375,0.7361111111111112,,,0.5,0.8611111111111112,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1482_preproc_unblurred.jpg,pollen,0.47734375,0.725,,,0.53515625,0.8402777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1502_preproc_unblurred.jpg,pollen,0.5953125,0.5972222222222222,,,0.64375,0.7125,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1503_preproc_unblurred.jpg,pollen,0.59296875,0.5986111111111111,,,0.6421875,0.7069444444444445,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1510_preproc_unblurred.jpg,pollen,0.5765625,0.5236111111111111,,,0.62734375,0.6402777777777777,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1553_preproc.jpg,pollen,0.6859375,0.6458333333333334,,,0.73046875,0.7513888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1569_preproc_unblurred.jpg,pollen,0.6921875,0.5152777777777777,,,0.73046875,0.6083333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1586_preproc_unblurred.jpg,pollen,0.28515625,0.7208333333333333,,,0.33671875,0.875,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1622_preproc_unblurred.jpg,pollen,0.71171875,0.5166666666666667,,,0.753125,0.6375,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1623_preproc.jpg,pollen,0.484375,0.5569444444444445,,,0.5375,0.6791666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1624_preproc_unblurred.jpg,pollen,0.4875,0.5652777777777778,,,0.5375,0.6666666666666666,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1652_preproc_unblurred.jpg,pollen,0.48828125,0.8430555555555556,,,0.5359375,0.9819444444444444,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1653_preproc_unblurred.jpg,pollen,0.4828125,0.8277777777777777,,,0.53359375,0.9680555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1661_preproc_unblurred.jpg,pollen,0.49296875,0.75,,,0.54375,0.8652777777777778,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1686_preproc.jpg,pollen,0.5359375,0.5041666666666667,,,0.575,0.6180555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1703_preproc_unblurred.jpg,pollen,0.37109375,0.5791666666666667,,,0.4296875,0.6916666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1719_preproc_unblurred.jpg,pollen,0.37734375,0.5152777777777777,,,0.421875,0.6236111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1762_preproc_unblurred.jpg,pollen,0.6109375,0.6125,,,0.653125,0.7555555555555555,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1766_preproc_unblurred.jpg,pollen,0.58125,0.44166666666666665,,,0.63203125,0.5652777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1782_preproc_unblurred.jpg,pollen,0.73046875,0.5597222222222222,,,0.7703125,0.7,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1800_preproc_unblurred.jpg,pollen,0.496875,0.6486111111111111,,,0.546875,0.7805555555555556,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1816_preproc.jpg,pollen,0.4890625,0.45,,,0.53359375,0.5444444444444444,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1835_preproc.jpg,pollen,0.70234375,0.4708333333333333,,,0.74296875,0.5861111111111111,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1841_preproc.jpg,pollen,0.69921875,0.44027777777777777,,,0.7390625,0.5236111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1852_preproc_unblurred.jpg,pollen,0.61796875,0.5138888888888888,,,0.6703125,0.6263888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1859_preproc_unblurred.jpg,pollen,0.60859375,0.4861111111111111,,,0.66484375,0.6027777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img1868_preproc_unblurred.jpg,pollen,0.61328125,0.4486111111111111,,,0.65390625,0.5611111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2006_preproc_unblurred.jpg,pollen,0.63671875,0.5333333333333333,,,0.6875,0.6833333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2020_preproc_unblurred.jpg,pollen,0.78125,0.6791666666666667,,,0.82109375,0.7986111111111112,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2026_preproc.jpg,pollen,0.7234375,0.6222222222222222,,,0.7703125,0.7208333333333333,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2041_preproc_unblurred.jpg,pollen,0.690625,0.4861111111111111,,,0.7390625,0.5930555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2117_preproc_unblurred.jpg,pollen,0.45234375,0.4541666666666666,,,0.5078125,0.5541666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2123_preproc_unblurred.jpg,pollen,0.43828125,0.44583333333333336,,,0.50078125,0.5486111111111112,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2176_preproc_unblurred.jpg,pollen,0.47265625,0.8,,,0.5375,0.9166666666666666,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2222_preproc_unblurred.jpg,pollen,0.57421875,0.6694444444444444,,,0.62109375,0.7972222222222223,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2237_preproc_unblurred.jpg,pollen,0.53671875,0.5680555555555555,,,0.58671875,0.6888888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2241_preproc_unblurred.jpg,pollen,0.52734375,0.5402777777777777,,,0.58046875,0.6680555555555555,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2263_preproc_unblurred.jpg,pollen,0.5359375,0.4388888888888889,,,0.58125,0.5333333333333333,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2352_preproc.jpg,pollen,0.53984375,0.7236111111111111,,,0.58203125,0.8847222222222222,,
TEST,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2373_preproc.jpg,pollen,0.76171875,0.6888888888888889,,,0.8203125,0.8208333333333333,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2398_preproc.jpg,pollen,0.4421875,0.6319444444444444,,,0.4984375,0.7611111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2505_preproc_unblurred.jpg,pollen,0.70703125,0.6944444444444444,,,0.75390625,0.8055555555555556,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2506_preproc.jpg,pollen,0.7015625,0.6736111111111112,,,0.7515625,0.7902777777777777,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2526_preproc_unblurred.jpg,pollen,0.66796875,0.5013888888888889,,,0.71015625,0.5986111111111111,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2689_preproc_unblurred.jpg,pollen,0.56015625,0.5041666666666667,,,0.60390625,0.6138888888888889,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2847_preproc_unblurred.jpg,pollen,0.42578125,0.6708333333333333,,,0.46953125,0.8041666666666667,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2888_preproc_unblurred.jpg,pollen,0.66015625,0.4930555555555556,,,0.70234375,0.5875,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2901_preproc.jpg,pollen,0.46875,0.8055555555555556,,,0.51796875,0.9388888888888888,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img2920_preproc_unblurred.jpg,pollen,0.45625,0.5805555555555556,,,0.50703125,0.7027777777777777,,
VALIDATION,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3030_preproc.jpg,pollen,0.57734375,0.5902777777777778,,,0.62734375,0.7055555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3092_preproc_unblurred.jpg,pollen,0.74140625,0.7569444444444444,,,0.79140625,0.9277777777777778,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3110_preproc_unblurred.jpg,pollen,0.7796875,0.7388888888888889,,,0.82890625,0.8430555555555556,,
TRAINING,/content/gdrive/MyDrive/Pesquisa/Artigo Imagens/data/images_preproc/vid10_img3237_preproc_unblurred.jpg,pollen,0.35234375,0.8430555555555556,,,0.4,0.9777777777777776,,
